permco,permno,gvkey,comnam,filename,date_call,year_call,month_call,day_call,presentation_found,q&a_found,E_call,S_call,G_call,pres_E_call,pres_S_call,pres_G_call,qa_E_call,qa_S_call,qa_G_call
4293,59459,062689,TRAVELERS COMPANIES INC,5499788.txt,21apr2015,2015,4,21,1,1,0.2709570825099945,0.3336293697357178,0.3490217328071594,0.24800828099250793,0.3412433862686157,0.3592015504837036,0.2814006209373474,0.31706321239471436,0.31731605529785156
4293,59459,062689,TRAVELERS COMPANIES INC,5499791.txt,21jul2015,2015,7,21,1,1,0.23694837093353271,0.3806067705154419,0.39684826135635376,0.2033979892730713,0.345564067363739,0.3685726523399353,0.24789626896381378,0.393580824136734,0.4145870506763458
4293,59459,062689,TRAVELERS COMPANIES INC,5499793.txt,20oct2015,2015,10,20,1,1,0.2390330582857132,0.3587099313735962,0.3568393886089325,0.19149784743785858,0.326772540807724,0.3393646776676178,0.26614871621131897,0.34529364109039307,0.3336566984653473
4293,59459,062689,TRAVELERS COMPANIES INC,5883707.txt,21jan2016,2016,1,21,1,1,0.2580639719963074,0.35722458362579346,0.3785949945449829,0.2371666133403778,0.3315761089324951,0.34853214025497437,0.2652381956577301,0.3609159588813782,0.37239590287208557
4293,59459,062689,TRAVELERS COMPANIES INC,5907877.txt,21apr2016,2016,4,21,1,1,0.25717708468437195,0.3259362280368805,0.3211086392402649,0.22661736607551575,0.30512234568595886,0.3160785436630249,0.2743073105812073,0.31476515531539917,0.29917699098587036
4293,59459,062689,TRAVELERS COMPANIES INC,5907879.txt,21jul2016,2016,7,21,1,1,0.30916404724121094,0.3344968557357788,0.3164658546447754,0.2380242943763733,0.33045724034309387,0.3209136724472046,0.33783113956451416,0.32159632444381714,0.2968122363090515
4293,59459,062689,TRAVELERS COMPANIES INC,5907882.txt,20oct2016,2016,10,20,1,1,0.27586981654167175,0.3421584963798523,0.3231702446937561,0.23362067341804504,0.33201301097869873,0.33767831325531006,0.2996302545070648,0.3345075845718384,0.29408061504364014
4293,59459,062689,TRAVELERS COMPANIES INC,7018281.txt,24jan2017,2017,1,24,1,1,0.28874123096466064,0.3471577763557434,0.316949725151062,0.22037144005298615,0.3212563395500183,0.3269420266151428,0.3185376524925232,0.34758976101875305,0.29185569286346436
4293,59459,062689,TRAVELERS COMPANIES INC,8351395.txt,20apr2017,2017,4,20,1,1,0.23509040474891663,0.3690802752971649,0.36134278774261475,0.20874354243278503,0.3312643766403198,0.34262514114379883,0.24727772176265717,0.38249272108078003,0.3602728247642517
4293,59459,062689,TRAVELERS COMPANIES INC,8351455.txt,20jul2017,2017,7,20,1,1,0.3071366846561432,0.3286929428577423,0.302689790725708,0.22570712864398956,0.2951938807964325,0.2982558608055115,0.363638699054718,0.3204757273197174,0.27655845880508423
4293,59459,062689,TRAVELERS COMPANIES INC,8351543.txt,19oct2017,2017,10,19,1,1,0.2899334132671356,0.3359668254852295,0.3178683817386627,0.2502550482749939,0.3133191466331482,0.30651241540908813,0.3243168592453003,0.32996171712875366,0.2988166809082031
4293,59459,062689,TRAVELERS COMPANIES INC,11139928.txt,23jan2018,2018,1,23,1,1,0.26465338468551636,0.33141326904296875,0.32531076669692993,0.22804921865463257,0.31555160880088806,0.3180661201477051,0.2798500657081604,0.32144907116889954,0.305911660194397
4293,59459,062689,TRAVELERS COMPANIES INC,11434666.txt,24apr2018,2018,4,24,1,1,0.24543645977973938,0.34476858377456665,0.35530757904052734,0.1974942684173584,0.2929689288139343,0.30637943744659424,0.2637454569339752,0.36564403772354126,0.3694286644458771
4293,59459,062689,TRAVELERS COMPANIES INC,11553091.txt,19jul2018,2018,7,19,1,1,0.27705487608909607,0.32531625032424927,0.31933844089508057,0.23150116205215454,0.30587631464004517,0.31043538451194763,0.2989580035209656,0.3248446583747864,0.3094739317893982
4293,59459,062689,TRAVELERS COMPANIES INC,11905772.txt,18oct2018,2018,10,18,1,1,0.29248178005218506,0.33643800020217896,0.32089948654174805,0.22730398178100586,0.3154754340648651,0.3221293091773987,0.3396839201450348,0.31996795535087585,0.2925310432910919
4293,59459,062689,TRAVELERS COMPANIES INC,12235982.txt,22jan2019,2019,1,22,1,1,0.27211201190948486,0.3318415880203247,0.32657331228256226,0.2270999252796173,0.30602550506591797,0.31628674268722534,0.3149174153804779,0.35758164525032043,0.33739250898361206
4293,59459,062689,TRAVELERS COMPANIES INC,12428243.txt,18apr2019,2019,4,18,1,1,0.28320255875587463,0.3533334732055664,0.33419036865234375,0.19780007004737854,0.30810198187828064,0.3170030117034912,0.3232179284095764,0.36717385053634644,0.3297984004020691
4293,59459,062689,TRAVELERS COMPANIES INC,12588981.txt,23jul2019,2019,7,23,1,1,0.2791900932788849,0.34691229462623596,0.3216310739517212,0.25437530875205994,0.31678229570388794,0.3084142208099365,0.28632742166519165,0.35681837797164917,0.31639477610588074
4293,59459,062689,TRAVELERS COMPANIES INC,12727595.txt,22oct2019,2019,10,22,1,1,0.2640281617641449,0.3450618386268616,0.33458250761032104,0.2349942922592163,0.3222251534461975,0.3265593647956848,0.2793932557106018,0.34730714559555054,0.31967467069625854
4293,59459,062689,TRAVELERS COMPANIES INC,12952254.txt,23jan2020,2020,1,23,1,1,0.28444355726242065,0.35721611976623535,0.32723143696784973,0.22877812385559082,0.3255232572555542,0.32894283533096313,0.31827837228775024,0.3643111288547516,0.31282663345336914
4293,59459,062689,TRAVELERS COMPANIES INC,13073961.txt,21apr2020,2020,4,21,1,1,0.2894674837589264,0.38709211349487305,0.3309425711631775,0.2850314974784851,0.3627771735191345,0.3274838328361511,0.2704811692237854,0.4174230694770813,0.3192569613456726
4293,59459,062689,TRAVELERS COMPANIES INC,13233041.txt,23jul2020,2020,7,23,1,1,0.2812767028808594,0.35502302646636963,0.3128272294998169,0.2785412073135376,0.34486234188079834,0.30898377299308777,0.26195693016052246,0.348062664270401,0.29650968313217163
4293,59459,062689,TRAVELERS COMPANIES INC,13403995.txt,20oct2020,2020,10,20,1,1,0.29543283581733704,0.3549179434776306,0.3238038718700409,0.245866596698761,0.33756017684936523,0.32646644115448,0.3198131322860718,0.3559299409389496,0.3115679621696472
4293,59459,062689,TRAVELERS COMPANIES INC,2021-Jan-21-TRV.N-138291771537-transcript.txt,21jan2021,2021,1,21,1,1,0.28332972526550293,0.3737597167491913,0.3430740237236023,0.25348788499832153,0.3458574414253235,0.3428657054901123,0.2981674373149872,0.3849073350429535,0.3318382501602173
4293,59459,062689,TRAVELERS COMPANIES INC,2021-Apr-20-TRV.N-137565713614-transcript.txt,20apr2021,2021,4,20,1,1,0.25508981943130493,0.35295987129211426,0.33821916580200195,0.2645036280155182,0.32031744718551636,0.3201999068260193,0.2431936264038086,0.3701550364494324,0.3391377925872803
4293,59459,062689,TRAVELERS COMPANIES INC,2021-Jul-20-TRV.N-138565720458-transcript.txt,20jul2021,2021,7,20,1,1,0.28590813279151917,0.3349354863166809,0.3088115155696869,0.21571806073188782,0.2920876741409302,0.2903413772583008,0.3347381353378296,0.3495140075683594,0.3086455464363098
4293,59459,062689,TRAVELERS COMPANIES INC,2021-Oct-19-TRV.N-140375778812-transcript.txt,19oct2021,2021,10,19,1,1,0.2850744128227234,0.32322800159454346,0.2968745529651642,0.23464292287826538,0.30783575773239136,0.3169347643852234,0.3113381862640381,0.33186131715774536,0.27149254083633423
4293,59459,062689,TRAVELERS COMPANIES INC,2022-Jan-20-TRV.N-138271765405-transcript.txt,20jan2022,2022,1,20,1,1,0.27870628237724304,0.34827685356140137,0.3203020989894867,0.22848418354988098,0.3221200108528137,0.31841063499450684,0.31094372272491455,0.3500012457370758,0.30345988273620605
4293,59459,062689,TRAVELERS COMPANIES INC,2022-Apr-19-TRV.N-138869557654-transcript.txt,19apr2022,2022,4,19,1,1,0.27636203169822693,0.3616725504398346,0.3400852382183075,0.23964110016822815,0.3454605042934418,0.3354860842227936,0.29443156719207764,0.367622435092926,0.33314263820648193
4293,59459,062689,TRAVELERS COMPANIES INC,2022-Jul-21-TRV.N-138649535831-transcript.txt,21jul2022,2022,7,21,1,1,0.2598288059234619,0.33386242389678955,0.32188063859939575,0.21657703816890717,0.31999310851097107,0.3461517095565796,0.28161096572875977,0.3286551237106323,0.2825181484222412
4293,59459,062689,TRAVELERS COMPANIES INC,2022-Oct-19-TRV.N-138717285522-transcript.txt,19oct2022,2022,10,19,1,1,0.29053932428359985,0.350072979927063,0.3403724730014801,0.23860476911067963,0.31426823139190674,0.32873570919036865,0.3133990168571472,0.3587501645088196,0.3329801559448242
4293,59459,062689,TRAVELERS COMPANIES INC,2023-Jan-24-TRV.N-137201941291-transcript.txt,24jan2023,2023,1,24,1,1,0.2740166187286377,0.347417950630188,0.32761651277542114,0.1938137263059616,0.30663347244262695,0.3148130774497986,0.3485581874847412,0.37394705414772034,0.3204706311225891
4293,59459,062689,TRAVELERS COMPANIES INC,2023-Apr-19-TRV.N-140221459112-transcript.txt,19apr2023,2023,4,19,1,1,0.24402335286140442,0.33176830410957336,0.33093637228012085,0.1901172697544098,0.30996912717819214,0.3485834002494812,0.2761172652244568,0.33491986989974976,0.3000149428844452
4293,59459,062689,TRAVELERS COMPANIES INC,2023-Jul-20-TRV.N-140536718012-transcript.txt,20jul2023,2023,7,20,1,1,0.29169946908950806,0.33610832691192627,0.30754533410072327,0.22375117242336273,0.3247584104537964,0.3117418885231018,0.3426353931427002,0.32650524377822876,0.2780168950557709
4293,59459,062689,TRAVELERS COMPANIES INC,2023-Oct-18-TRV.N-138707890752-transcript.txt,18oct2023,2023,10,18,1,1,0.26952558755874634,0.343759685754776,0.315090537071228,0.20968110859394073,0.3218521177768707,0.32807183265686035,0.3050749897956848,0.34939444065093994,0.29650408029556274
4293,59459,062689,TRAVELERS COMPANIES INC,2024-Jan-19-TRV.N-138261444217-transcript.txt,19jan2024,2024,1,19,1,1,0.247042715549469,0.33604198694229126,0.3349524438381195,0.20713259279727936,0.3121258616447449,0.3282654285430908,0.2803718149662018,0.3498566746711731,0.3214327096939087
4293,59459,062689,TRAVELERS COMPANIES INC,2024-Apr-17-TRV.N-137068685736-transcript.txt,17apr2024,2024,4,17,1,1,0.25392860174179077,0.33535486459732056,0.3146538734436035,0.16848091781139374,0.3102603852748871,0.3227125108242035,0.29611480236053467,0.3401389718055725,0.29703933000564575
4293,59459,062689,TRAVELERS COMPANIES INC,2024-Jul-19-TRV.N-137156001893-transcript.txt,19jul2024,2024,7,19,1,1,0.26971232891082764,0.35449960827827454,0.32741355895996094,0.2103029191493988,0.30744993686676025,0.31712281703948975,0.29881149530410767,0.3735061287879944,0.31453821063041687
4293,59459,062689,TRAVELERS COMPANIES INC,2024-Oct-17-TRV.N-140448418621-Transcript.txt,17oct2024,2024,10,17,1,1,0.2635306119918823,0.32489562034606934,0.3095185160636902,0.20894840359687805,0.299651563167572,0.3054170608520508,0.31170380115509033,0.3254767060279846,0.285910964012146
4560,76946,010685,TRANSCAT INC,5599668.txt,27jan2015,2015,1,27,1,1,0.19173535704612732,0.333279550075531,0.3208330571651459,0.17874029278755188,0.33357465267181396,0.31408989429473877,0.17944550514221191,0.29170796275138855,0.29172152280807495
4560,76946,010685,TRANSCAT INC,5900695.txt,25jan2016,2016,1,25,1,1,0.20182736217975616,0.3485370874404907,0.3792932331562042,0.20327982306480408,0.33280253410339355,0.3478325605392456,0.16650784015655518,0.31026777625083923,0.3538167476654053
4560,76946,010685,TRANSCAT INC,10733706.txt,26jul2017,2017,7,26,1,1,0.17902624607086182,0.3147829473018646,0.31460118293762207,0.18364286422729492,0.3080851435661316,0.3077351450920105,0.1552264392375946,0.29228442907333374,0.29173094034194946
4560,76946,010685,TRANSCAT INC,11010471.txt,25oct2017,2017,10,25,1,1,0.26115667819976807,0.3135186433792114,0.2459089457988739,0.24694442749023438,0.3152840733528137,0.2742077708244324,0.23319700360298157,0.2247295379638672,0.1246236264705658
4560,76946,010685,TRANSCAT INC,11202571.txt,30jan2018,2018,1,30,1,1,0.21431279182434082,0.33330342173576355,0.31534385681152344,0.1861485093832016,0.31204578280448914,0.30814218521118164,0.21332010626792908,0.33390235900878906,0.3026394248008728
4560,76946,010685,TRANSCAT INC,11506261.txt,23may2018,2018,5,23,1,1,0.1990351527929306,0.3184314966201782,0.31854480504989624,0.1771906316280365,0.3100126087665558,0.32089763879776,0.21607576310634613,0.3293224573135376,0.3093412518501282
4560,76946,010685,TRANSCAT INC,11642385.txt,25jul2018,2018,7,25,1,1,0.1935533881187439,0.36321985721588135,0.33367007970809937,0.16151463985443115,0.33023446798324585,0.3316684365272522,0.1987117975950241,0.35963571071624756,0.3060532212257385
4560,76946,010685,TRANSCAT INC,12082830.txt,24oct2018,2018,10,24,1,1,0.174885094165802,0.2939094305038452,0.2979949414730072,0.18503791093826294,0.29767897725105286,0.3064236640930176,0.14421945810317993,0.2445288598537445,0.24991121888160706
4560,76946,010685,TRANSCAT INC,12282322.txt,05feb2019,2019,2,5,1,1,0.2009095549583435,0.3171272277832031,0.2680231034755707,0.171482115983963,0.2893916368484497,0.28149527311325073,0.2032093107700348,0.3132721781730652,0.2297915667295456
4560,76946,010685,TRANSCAT INC,12536007.txt,22may2019,2019,5,22,1,1,0.18596738576889038,0.3037024736404419,0.27615219354629517,0.17850616574287415,0.2872749865055084,0.28651300072669983,0.1760525405406952,0.2917608618736267,0.24302148818969727
4560,76946,010685,TRANSCAT INC,12613953.txt,24jul2019,2019,7,24,1,1,0.17666715383529663,0.31149548292160034,0.29116255044937134,0.16880005598068237,0.3081732988357544,0.30603110790252686,0.17929783463478088,0.3202688694000244,0.26820772886276245
4560,76946,010685,TRANSCAT INC,12786424.txt,23oct2019,2019,10,23,1,1,0.1846562623977661,0.3190038800239563,0.29881390929222107,0.17878159880638123,0.3176673352718353,0.3160880506038666,0.17780736088752747,0.2878696322441101,0.22146080434322357
4560,76946,010685,TRANSCAT INC,13002664.txt,05feb2020,2020,2,5,1,1,0.21047189831733704,0.33188074827194214,0.28590282797813416,0.20309525728225708,0.3236427307128906,0.3066706359386444,0.18936380743980408,0.30884411931037903,0.23339539766311646
4560,76946,010685,TRANSCAT INC,13172954.txt,20may2020,2020,5,20,1,1,0.22310152649879456,0.3382794260978699,0.2966201603412628,0.22284327447414398,0.340862512588501,0.3149360418319702,0.20618277788162231,0.30169403553009033,0.2512458562850952
4560,76946,010685,TRANSCAT INC,13264441.txt,22jul2020,2020,7,22,1,1,0.22795847058296204,0.3192296326160431,0.2684769928455353,0.19935324788093567,0.33185917139053345,0.3062518835067749,0.24379433691501617,0.29496118426322937,0.22619912028312683
4560,76946,010685,TRANSCAT INC,13448590.txt,28oct2020,2020,10,28,1,1,0.24839332699775696,0.3346390426158905,0.2951330542564392,0.20539239048957825,0.33287152647972107,0.3119780123233795,0.24935802817344666,0.3168298602104187,0.2671571671962738
4560,76946,010685,TRANSCAT INC,2021-Feb-03-TRNS.OQ-138246605823-transcript.txt,03feb2021,2021,2,3,1,1,0.22897715866565704,0.33950695395469666,0.30051690340042114,0.19858816266059875,0.31851184368133545,0.3239658772945404,0.2390676885843277,0.3380374312400818,0.2749905586242676
4560,76946,010685,TRANSCAT INC,2021-May-19-TRNS.OQ-138655182077-transcript.txt,19may2021,2021,5,19,1,1,0.23774687945842743,0.32631585001945496,0.3118884563446045,0.19620469212532043,0.30951988697052,0.31118980050086975,0.23975297808647156,0.3125917613506317,0.28983765840530396
4560,76946,010685,TRANSCAT INC,2021-Jul-28-TRNS.OQ-139916516783-transcript.txt,28jul2021,2021,7,28,1,1,0.23491501808166504,0.3614371418952942,0.31973859667778015,0.1961096227169037,0.31969812512397766,0.32498565316200256,0.25995391607284546,0.3653869032859802,0.2867315709590912
4560,76946,010685,TRANSCAT INC,2021-Nov-03-TRNS.OQ-138455584394-transcript.txt,03nov2021,2021,11,3,1,1,0.22337591648101807,0.3593190610408783,0.3122480511665344,0.17452098429203033,0.3106779456138611,0.30523478984832764,0.2278994917869568,0.3511327803134918,0.28301936388015747
4560,76946,010685,TRANSCAT INC,2022-Feb-02-TRNS.OQ-137397256679-transcript.txt,02feb2022,2022,2,2,1,1,0.18515905737876892,0.33629515767097473,0.3163204789161682,0.1681872010231018,0.3235556483268738,0.3203922510147095,0.1711595356464386,0.3148494362831116,0.2884841561317444
4560,76946,010685,TRANSCAT INC,2022-May-24-TRNS.OQ-137970527602-transcript.txt,24may2022,2022,5,24,1,1,0.20984572172164917,0.3396915793418884,0.28499114513397217,0.18914830684661865,0.30794715881347656,0.28773629665374756,0.21313875913619995,0.3430856466293335,0.25550907850265503
4560,76946,010685,TRANSCAT INC,2022-Aug-02-TRNS.OQ-139052598895-transcript.txt,02aug2022,2022,8,2,1,1,0.18637913465499878,0.35316944122314453,0.3501744270324707,0.1618897020816803,0.3250814974308014,0.3580107092857361,0.1800096333026886,0.332763671875,0.2882777154445648
4560,76946,010685,TRANSCAT INC,2022-Nov-01-TRNS.OQ-140568262334-transcript.txt,01nov2022,2022,11,1,1,1,0.21667180955410004,0.3490750789642334,0.29911336302757263,0.17642831802368164,0.30370938777923584,0.29172781109809875,0.2521032989025116,0.37467920780181885,0.28720003366470337
4560,76946,010685,TRANSCAT INC,2023-Jan-31-TRNS.OQ-140256949016-transcript.txt,31jan2023,2023,1,31,1,1,0.2304641157388687,0.3724640905857086,0.3248746693134308,0.1779288351535797,0.3244805335998535,0.3140069842338562,0.2563099265098572,0.3915361762046814,0.31985312700271606
4560,76946,010685,TRANSCAT INC,2023-May-23-TRNS.OQ-140439803137-transcript.txt,23may2023,2023,5,23,1,1,0.20690342783927917,0.3595321774482727,0.3295993506908417,0.17875593900680542,0.32562321424484253,0.319014310836792,0.2091609537601471,0.34267956018447876,0.2995400130748749
4560,76946,010685,TRANSCAT INC,2023-Aug-01-TRNS.OQ-141097248725-transcript.txt,01aug2023,2023,8,1,1,1,0.21445757150650024,0.34727054834365845,0.30857178568840027,0.16540224850177765,0.3217657804489136,0.3209110498428345,0.23133529722690582,0.34740567207336426,0.2920827269554138
4560,76946,010685,TRANSCAT INC,2023-Oct-31-TRNS.OQ-140989518713-transcript.txt,31oct2023,2023,10,31,1,1,0.18969577550888062,0.34429824352264404,0.3163664937019348,0.16473758220672607,0.3090786337852478,0.3003639578819275,0.19429625570774078,0.34396687150001526,0.298363596200943
4560,76946,010685,TRANSCAT INC,2024-Jan-30-TRNS.OQ-139810255055-transcript.txt,30jan2024,2024,1,30,1,1,0.16636601090431213,0.31955137848854065,0.3280741572380066,0.15396668016910553,0.30588486790657043,0.3086467981338501,0.1599532663822174,0.29117411375045776,0.3048482835292816
4560,76946,010685,TRANSCAT INC,2024-May-21-TRNS.OQ-141119061436-transcript.txt,21may2024,2024,5,21,1,1,0.19976626336574554,0.34902679920196533,0.3435385823249817,0.17952318489551544,0.3201851546764374,0.3185383677482605,0.20092971622943878,0.3361595571041107,0.32776209712028503
4560,76946,010685,TRANSCAT INC,2024-Jul-30-TRNS.OQ-140808401056-transcript.txt,30jul2024,2024,7,30,1,1,0.1679389923810959,0.30246150493621826,0.2769617438316345,0.14655917882919312,0.29420846700668335,0.30287015438079834,0.1825096309185028,0.2994895577430725,0.2509201467037201
4560,76946,010685,TRANSCAT INC,2024-Oct-29-TRNS.OQ-137318782654-Transcript.txt,29oct2024,2024,10,29,1,1,0.19971008598804474,0.38679128885269165,0.33157098293304443,0.1722176969051361,0.31954023241996765,0.30493372678756714,0.2046014666557312,0.3790941834449768,0.3089473843574524
4922,82924,011499,WILEY JOHN & SONS INC,715369.txt,04mar2003,2003,3,4,1,1,0.15673838555812836,0.31390079855918884,0.3205733895301819,0.12598492205142975,0.29520493745803833,0.2985593378543854,0.1703031063079834,0.3049161434173584,0.302420049905777
4922,82924,011499,WILEY JOHN & SONS INC,752079.txt,18jun2003,2003,6,18,1,1,0.19216486811637878,0.3629668653011322,0.3530731201171875,0.15008696913719177,0.298279732465744,0.28770411014556885,0.2112141251564026,0.3698464632034302,0.34997618198394775
4922,82924,011499,WILEY JOHN & SONS INC,775879.txt,03sep2003,2003,9,3,0,1,0.1861950159072876,0.35003119707107544,0.3375154435634613,,,,0.1861950159072876,0.35003119707107544,0.3375154435634613
4922,82924,011499,WILEY JOHN & SONS INC,809645.txt,02dec2003,2003,12,2,1,0,0.1702205240726471,0.2877677381038666,0.2690957486629486,0.1702205240726471,0.28776776790618896,0.2690957188606262,,,
4922,82924,011499,WILEY JOHN & SONS INC,849018.txt,02mar2004,2004,3,2,1,1,0.19243702292442322,0.3226943612098694,0.28752240538597107,0.15365633368492126,0.35418617725372314,0.2999580502510071,0.20956477522850037,0.27209848165512085,0.25308945775032043
4922,82924,011499,WILEY JOHN & SONS INC,900699.txt,16jun2004,2004,6,16,1,1,0.15766678750514984,0.33100423216819763,0.3502435088157654,0.13134124875068665,0.2877960801124573,0.2837947607040405,0.1712137758731842,0.29424357414245605,0.3522679805755615
4922,82924,011499,WILEY JOHN & SONS INC,929176.txt,01sep2004,2004,9,1,1,1,0.14628179371356964,0.2955644130706787,0.316348135471344,0.13021902740001678,0.30620917677879333,0.2772809863090515,0.15572813153266907,0.30009040236473083,0.3300590515136719
4922,82924,011499,WILEY JOHN & SONS INC,974071.txt,01dec2004,2004,12,1,1,1,0.18929614126682281,0.3338159918785095,0.3103357255458832,0.15408335626125336,0.3097541630268097,0.27713847160339355,0.19812509417533875,0.31665247678756714,0.2957325577735901
4922,82924,011499,WILEY JOHN & SONS INC,1016333.txt,04mar2005,2005,3,4,1,1,0.18700513243675232,0.32244181632995605,0.29442599415779114,0.13314077258110046,0.29167118668556213,0.28804782032966614,0.20276255905628204,0.3253501057624817,0.28052473068237305
4922,82924,011499,WILEY JOHN & SONS INC,1081598.txt,15jun2005,2005,6,15,1,1,0.18633776903152466,0.3024442195892334,0.29231494665145874,0.13416489958763123,0.3054676651954651,0.2951444387435913,0.20282524824142456,0.2846405804157257,0.27957332134246826
4922,82924,011499,WILEY JOHN & SONS INC,1123369.txt,08sep2005,2005,9,8,1,1,0.18787333369255066,0.329103946685791,0.2978436350822449,0.12150297313928604,0.2920781672000885,0.2862773537635803,0.20725205540657043,0.340725839138031,0.2941133975982666
4922,82924,011499,WILEY JOHN & SONS INC,1173353.txt,07dec2005,2005,12,7,1,1,0.15943628549575806,0.29310309886932373,0.3177024722099304,0.12325793504714966,0.2719469368457794,0.2870568037033081,0.18994957208633423,0.2666538953781128,0.2760271728038788
4922,82924,011499,WILEY JOHN & SONS INC,1219323.txt,07mar2006,2006,3,7,1,1,0.1745636761188507,0.32566434144973755,0.3760843873023987,0.16636309027671814,0.2879413664340973,0.290476530790329,0.18118226528167725,0.31950730085372925,0.3967761993408203
4922,82924,011499,WILEY JOHN & SONS INC,1328129.txt,15jun2006,2006,6,15,1,1,0.19377651810646057,0.3559314012527466,0.32709234952926636,0.14244922995567322,0.3034796416759491,0.2905523180961609,0.20181798934936523,0.35578370094299316,0.3360550105571747
4922,82924,011499,WILEY JOHN & SONS INC,1379864.txt,12sep2006,2006,9,12,1,1,0.17135336995124817,0.330322265625,0.301135778427124,0.1671476811170578,0.3222641348838806,0.2962307929992676,0.15755179524421692,0.29113057255744934,0.2556082010269165
4922,82924,011499,WILEY JOHN & SONS INC,1423341.txt,06dec2006,2006,12,6,1,1,0.14211247861385345,0.2880442142486572,0.30632174015045166,0.14250893890857697,0.3255094885826111,0.3325675129890442,0.12152165174484253,0.21756142377853394,0.24876512587070465
4922,82924,011499,WILEY JOHN & SONS INC,1488299.txt,08mar2007,2007,3,8,1,1,0.149351567029953,0.3385574519634247,0.3661700487136841,0.12870480120182037,0.2943689525127411,0.3033946752548218,0.17480236291885376,0.3573860228061676,0.375254362821579
4922,82924,011499,WILEY JOHN & SONS INC,1577298.txt,21jun2007,2007,6,21,1,1,0.12656933069229126,0.2986378073692322,0.31723326444625854,0.13272982835769653,0.3141845762729645,0.2950485348701477,0.11230675876140594,0.26370105147361755,0.31441909074783325
4922,82924,011499,WILEY JOHN & SONS INC,1642359.txt,12sep2007,2007,9,12,1,1,0.17043691873550415,0.35155394673347473,0.3547133207321167,0.1346282809972763,0.34574922919273376,0.31192919611930847,0.17995420098304749,0.3426964282989502,0.35539257526397705
4922,82924,011499,WILEY JOHN & SONS INC,1710473.txt,10dec2007,2007,12,10,1,1,0.16102558374404907,0.33426767587661743,0.30899953842163086,0.14133182168006897,0.31918901205062866,0.2936253547668457,0.17546865344047546,0.3170703649520874,0.2929408550262451
4922,82924,011499,WILEY JOHN & SONS INC,1779802.txt,11mar2008,2008,3,11,1,1,0.19586992263793945,0.3433389961719513,0.3262609839439392,0.14070948958396912,0.31806865334510803,0.2927238345146179,0.2102857530117035,0.3385007679462433,0.32175612449645996
4922,82924,011499,WILEY JOHN & SONS INC,1874782.txt,19jun2008,2008,6,19,1,1,0.1657567322254181,0.34934455156326294,0.34788888692855835,0.1050722524523735,0.2862180471420288,0.29633578658103943,0.19468745589256287,0.3682153820991516,0.3586961627006531
4922,82924,011499,WILEY JOHN & SONS INC,1939556.txt,09sep2008,2008,9,9,1,1,0.15843534469604492,0.3232296109199524,0.31125587224960327,0.15667738020420074,0.32595038414001465,0.32287952303886414,0.17894838750362396,0.334511399269104,0.31929415464401245
4922,82924,011499,WILEY JOHN & SONS INC,2041088.txt,09dec2008,2008,12,9,1,1,0.19698545336723328,0.3383468985557556,0.32523417472839355,0.1471729278564453,0.3317175507545471,0.3352290093898773,0.20961447060108185,0.3177129626274109,0.30089426040649414
4922,82924,011499,WILEY JOHN & SONS INC,2112470.txt,10mar2009,2009,3,10,1,1,0.21063955128192902,0.3812015950679779,0.3484255075454712,0.17249545454978943,0.37098371982574463,0.36047881841659546,0.21744422614574432,0.38279590010643005,0.33965814113616943
4922,82924,011499,WILEY JOHN & SONS INC,2270077.txt,18jun2009,2009,6,18,1,1,0.19842633605003357,0.3554132580757141,0.31995654106140137,0.1547173410654068,0.30651235580444336,0.28777968883514404,0.20852535963058472,0.3550140857696533,0.31214529275894165
4922,82924,011499,WILEY JOHN & SONS INC,2417523.txt,09sep2009,2009,9,9,1,1,0.17513635754585266,0.3531174659729004,0.32780563831329346,0.1576714664697647,0.32059013843536377,0.28636306524276733,0.17448803782463074,0.3507556915283203,0.33002883195877075
4922,82924,011499,WILEY JOHN & SONS INC,2589539.txt,10dec2009,2009,12,10,1,1,0.19387046992778778,0.349027156829834,0.31070011854171753,0.17188546061515808,0.3329440951347351,0.30790719389915466,0.19682537019252777,0.3325314223766327,0.2913248538970947
4922,82924,011499,WILEY JOHN & SONS INC,2785585.txt,11mar2010,2010,3,11,1,1,0.17633409798145294,0.35464179515838623,0.3315182328224182,0.15469564497470856,0.34574103355407715,0.3215165138244629,0.1811605542898178,0.33539777994155884,0.3153313398361206
4922,82924,011499,WILEY JOHN & SONS INC,3139834.txt,17jun2010,2010,6,17,1,1,0.18098241090774536,0.3305343985557556,0.3288142681121826,0.1455434262752533,0.30487334728240967,0.3046381175518036,0.1936953216791153,0.3325974941253662,0.3325558304786682
4922,82924,011499,WILEY JOHN & SONS INC,3315000.txt,09sep2010,2010,9,9,1,1,0.1713337004184723,0.32184839248657227,0.30742135643959045,0.16067427396774292,0.2897871732711792,0.2650187015533447,0.1693384051322937,0.326376736164093,0.3124505281448364
4922,82924,011499,WILEY JOHN & SONS INC,3569301.txt,09dec2010,2010,12,9,1,1,0.18981985747814178,0.32249197363853455,0.30071258544921875,0.17792272567749023,0.32786837220191956,0.29389438033103943,0.17434559762477875,0.28787726163864136,0.28355157375335693
4922,82924,011499,WILEY JOHN & SONS INC,3795388.txt,10mar2011,2011,3,10,1,1,0.1455761194229126,0.28618553280830383,0.28134435415267944,0.1349494457244873,0.31053635478019714,0.30455291271209717,0.1526281237602234,0.23864734172821045,0.23446319997310638
